818,1098
1745,2133
2874,2876
3208,3361
3775,3777
4708,4888
5025,5449
656,1042
3551,3658
4084,4419
4307,4351
539,626
1070,1219
2117,2272
2429,2494
3910,4249
4382,4383
5374,5463
14,502
928,988
1671,1854
2513,2576
2569,2590
3446,3728
3779,3781
1492,1608
1712,1959
3813,3814
4027,4092
4121,4395
392,572
924,1089
1280,1626
1740,2189
2670,2672
3739,3741
3766,3970
4847,4850
134,581
1767,2177
2670,2751
3757,3862
383,384
403,517
1098,1169
3204,3345
4268,4363
1626,1628
1840,1907
2464,2799
3779,3866
4285,4440
1993,2016
2231,2232
2290,2629
4161,4222
4441,4900
5262,5284
1086,1119
1238,1285
1261,1330
1581,1794
1586,1700
1696,1725
1720,1987
1824,2205
2750,2751
2941,2966
4542,4863
4567,4593
4898,4960
18,103
333,447
737,764
2135,2266
2162,2175
2289,2368
2436,2501
3340,3607
4632,4898
63,557
1248,1579
1342,1409
1369,1395
1824,1851
3053,3152
3212,3422
3222,3223
3361,3365
4098,4410
351,550
527,530
721,790
963,1087
1185,1482
3102,3124
3775,3838
4431,4514
4842,4967
617,829
1068,1164
1209,1329
2387,2452
3173,3244
3495,3865
4058,4338
4354,4524
4422,4701
4476,4480
4488,4819
500,501
1110,1164
1731,2185
2015,2192
3245,3395
4338,4339
4624,4732
2015,2073
2692,2768
3115,3260
3722,3744
942,964
2017,2126
2687,2690
3345,3642
4935,4964
5103,5374
176,601
602,646
881,1155
1284,1350
1840,2233
2139,2290
2262,2541
2898,2900
3773,3774
5157,5224
5206,5389
227,573
400,424
1085,1235
1335,1402
2464,2572
5373,5379
495,497
1210,1664
1236,1240
1674,1716
2111,2117
4175,4233
4820,4952
1594,1683
2113,2234
2665,2820
5025,5138
77,78
646,949
935,993
1168,1405
1192,1539
1634,1708
1947,2206
3360,3809
5371,5494
745,746
1218,1295
1597,1599
2182,2240
2299,2303
2396,2663
3495,3562
3794,3795
4820,4821
1453,1476
1653,1654
4189,4336
4575,4945
4659,4838
4934,4935
3011,3331
3190,3406
4305,4306
1706,1938
2148,2150
2856,3183
3755,3886
5222,5465
5469,5502
56,538
1138,1327
1314,1339
2311,2358
2905,2906
4192,4308
4923,5115
101,254
313,635
1075,1138
1980,2170
3675,3740
4161,4253
5275,5420
651,1105
1391,1498
1580,1581
1924,2259
3225,3336
3868,4105
4283,4285
4980,5103
1056,1209
1605,1716
688,692
695,726
1759,2208
3088,3148
3095,3182
5384,5386
92,486
597,598
2373,2770
3772,3774
4153,4287
4822,4883
4902,4903
5065,5347
114,509
886,950
2135,2136
3302,3346
3382,3430
5392,5394
80,145
324,518
1146,1342
1580,1712
3352,3699
3531,3806
4450,4904
5049,5077
514,603
2153,2262
2326,2328
3876,4133
3948,4279
4440,4522
270,637
1145,1187
1583,1585
1861,1886
1903,2241
2275,2326
3516,3858
3905,4293
4000,4067
4624,4959
28,513
539,541
2164,2263
2202,2203
2983,3008
3718,3734
4385,4386
4832,5042
218,570
2407,2433
2738,2800
3370,3374
3856,3885
3880,4147
4100,4362
4963,5248
5115,5222
488,490
511,512
1809,2196
2130,2211
2676,2829
2838,3252
3247,3340
3416,3750
3993,4390
4846,5050
4858,4861
452,536
730,732
745,1027
767,873
809,915
1931,1996
2093,2164
2249,2491
2422,2787
3211,3212
3509,3574
4153,4215
4826,4828
38,42
823,888
3764,3835
4362,4363
1854,1919
1987,2116
2409,2681
2572,2688
4133,4320
111,112
628,865
674,1067
1053,1107
1126,1172
1592,1802
1753,1802
2659,2661
2820,3269
2927,2992
4377,4378
4659,4761
4981,4985
360,429
714,716
865,1173
1349,1414
3115,3136
3787,3880
4854,5007
4965,5262
5044,5384
753,1150
1057,1162
1917,2257
2983,3048
4283,4397
4609,4674
4958,5220
1384,1451
4014,4039
4619,4914
166,256
499,501
700,1031
1063,1218
1736,2122
2254,2506
2499,2601
2812,3159
506,508
614,615
641,913
1793,1905
3025,3333
3222,3347
3750,3831
4449,4873
4722,4778
4772,4856
333,529
384,478
1035,1037
1392,1658
3645,3757
3940,4271
4366,4412
4715,4773
562,620
1040,1041
1854,1879
3761,3763
3810,3864
3918,3995
4476,4916
297,630
737,804
1164,1391
1896,2238
2487,2746
3523,3861
640,907
1293,1360
4844,4846
5191,5495
288,370
612,643
2145,2146
3414,3738
3768,3864
4404,4631
5171,5491
72,75
1363,1388
1371,1646
2765,2766
3192,3351
3352,3839
3740,3872
3742,3803
4852,4854
5233,5367
1663,1840
2222,2266
3537,3604
3811,3977
5395,5397
61,136
326,615
423,547
705,1129
1050,1052
3235,3298
3953,4373
4063,4401
4853,4854
297,328
511,634
1081,1228
1398,1710
3282,3341
3731,3799
3788,3985
4329,4408
21,140
52,474
311,313
661,1004
760,867
3794,3868
4596,4938
156,299
175,176
1722,2001
2067,2145
2179,2333
3244,3343
3317,3529
3383,3778
3444,3825
4525,4807
5362,5423
554,628
760,1153
1995,2232
2029,2176
3039,3141
4371,4554
225,362
851,1171
1073,1182
2829,2949
3109,3163
4346,4347
4932,4963
5122,5229
10,14
2663,2777
3163,3222
4185,4297
41,114
136,138
1076,1077
3713,3784
3855,3884
3900,4023
4426,4729
4561,4924
5471,5472
886,987
1951,1977
2661,2874
952,1068
3928,4372
4554,4579
4645,4711
578,640
1810,1812
1847,1953
2595,2660
2855,3261
3060,3250
4717,4826
5012,5402
365,367
732,1075
975,1040
3613,3675
4680,4870
501,714
945,1057
1776,2103
5101,5464
1568,1570
2333,2753
2847,2878
3756,3909
4812,4813
5007,5082
5355,5489
1951,2255
2997,3064
3046,3229
20,21
1107,1269
1191,1274
1210,1549
1254,1256
1489,1636
1682,1683
3945,4058
243,326
411,528
504,645
586,632
1052,1262
1475,1562
1890,2174
2293,2342
2655,2657
3502,3569
4917,4918
4934,5143
5382,5383
252,621
333,409
400,458
566,622
981,1051
2298,2375
3195,3329
3509,3859
4391,4596
5381,5383
78,483
394,506
634,886
837,904
2128,2281
5003,5398
530,679
913,936
1154,1155
1863,2134
2969,3034
4119,4298
4290,4371
4735,4756
121,123
204,238
243,274
1176,1433
2083,2142
2169,2171
3191,3259
3437,3504
499,587
2796,3053
4347,4509
4391,4392
4922,4923
367,507
632,879
696,1023
1595,1726
1786,2106
3062,3305
3866,4098
4000,4393
4021,4384
287,288
2513,2700
2723,2881
3073,3096
3388,3719
4056,4398
4596,4661
351,377
1622,1635
2800,3067
2906,3188
3109,3130
3295,3481
3537,3877
3922,3970
4845,4956
729,1116
1307,1681
2163,2231
2244,2471
2715,2865
3278,3340
5468,5469
1959,2061
2130,2132
3774,3927
4704,4869
1377,1444
1634,1635
1911,2186
1980,2043
2134,2136
3200,3332
3273,3326
4312,4314
4382,4426
4972,5319
5312,5396
353,605
533,642
3067,3196
3437,3464
3753,3807
1485,1597
1768,2212
1919,2214
2236,2265
2364,2745
2394,2459
3147,3225
3297,3298
4535,4852
5220,5283
225,627
661,1120
706,708
2520,2710
3135,3200
3202,3263
4472,4862
4590,4874
5058,5391
5430,5484
13,92
63,169
1094,1095
1106,1162
1277,1304
2358,2691
2529,2769
3396,3400
3445,3446
4297,4299
2780,2997
4814,4964
1032,1191
3837,3878
4279,4281
4802,4824
5042,5044
2401,2764
2652,2811
3703,3762
3748,3901
4203,4327
4485,4909
5052,5395
5366,5480
1642,1700
2148,2244
4689,4929
5269,5290
1078,1114
1658,1659
2234,2443
2533,2667
5342,5364
1677,1718
3746,3748
4277,4432
5362,5368
362,609
590,634
1419,1483
1735,1786
1788,2119
1842,2163
2364,2391
2472,2738
3734,3884
4547,4921
5087,5152
47,125
679,683
774,799
1691,1896
2838,2915
3782,3791
4715,4892
4841,4843
508,661
1130,1131
1440,1462
2366,2648
2922,3243
4962,5241
713,825
1694,1695
3692,3776
4302,4427
661,665
1235,1641
2739,2913
3731,3737
4098,4123
4898,4899
5248,5428
5255,5342
134,171
279,411
616,645
678,755
1235,1266
1570,1786
2555,2732
2839,2843
4037,4350
4268,4270
5129,5479
705,778
1569,1570
1572,1731
1732,2219
2122,2183
3232,3234
4295,4296
146,488
721,831
1045,1200
1639,1793
2222,2223
3214,3303
125,127
342,452
579,753
804,1113
1571,1577
1031,1099
1775,2181
3489,3761
4243,4302
5275,5296
145,146
522,523
2193,2194
2336,2670
3655,3676
3803,3961
4729,4876
4989,5413
1054,1143
1245,1358
2555,2642
2955,3062
3025,3091
3687,3765
5360,5361
335,616
1183,1468
4275,4409
4836,4989
261,566
278,279
871,1175
3046,3147
4374,4375
4645,4670
4821,5034
4936,4965
4960,5227
5064,5445
2746,2747
3901,3905
4323,4391
4493,4565
5025,5098
55,125
810,1094
1155,1184
1468,1648
2548,2638
2812,2816
3838,4027
3919,3923
538,541
1767,1842
2325,2749
1569,1721
2451,2726
3842,3886
4326,4359
5041,5437
5227,5356
1054,1056
1137,1138
1148,1349
2187,2349
3060,3123
3201,3414
4316,4317
4353,4406
4394,4395
123,218
132,134
1118,1119
1228,1672
1461,1644
2709,2788
3956,4290
1945,1970
2904,2970
3810,3811
4221,4291
4462,4510
4673,4860
4682,4925
1583,1697
1714,1966
1932,2198
2159,2161
3194,3344
4852,4928
5066,5348
5185,5493
32,114
879,1058
2022,2078
4177,4286
4445,4833
900,922
2141,2226
3351,3805
4617,4957
789,1061
1882,1989
2061,2131
3935,4008
4494,4818
4589,4939
5107,5133
1867,1932
2146,2350
3270,3271
3573,3830
4363,4540
4432,4779
4509,4896
376,564
1137,1178
1191,1316
1615,1678
2271,2354
2285,2673
2633,2704
2682,2807
2762,2763
3352,3356
3754,3843
4273,4394
4397,4609
4825,4980
75,118
270,355
523,678
1314,1680
1613,1722
1973,2036
2225,2267
3060,3082
4350,4351
670,674
1228,1559
2429,2779
2947,2973
3378,3455
3962,4289
4270,4486
4556,4823
5057,5124
5248,5308
524,526
2203,2380
3237,3438
3845,3846
4272,4431
551,696
2126,2128
2237,2449
2344,2684
3244,3245
3351,3476
3445,3727
3509,3615
4314,4467
4319,4406
4701,4793
4949,5191
1018,1034
1704,1931
2648,2743
2698,2734
3075,3312
3909,3988
4308,4310
4385,4427
369,612
2032,2148
3298,3487
3474,3499
3518,3798
4471,4518
5008,5452
5418,5489
288,631
1607,1651
1627,1720
1820,2166
2719,2873
2904,3285
3857,4069
4458,4872
178,493
1073,1074
1618,1621
2947,3307
3440,3786
3728,3730
513,567
683,1078
2242,2464
2256,2513
2445,2722
2806,3109
2941,3006
4107,4366
4359,4533
4441,4445
4954,5206
5080,5187
5351,5357
5396,5498
5399,5401
49,552
254,562
3236,3237
4342,4400
4459,4463
1068,1070
2352,2695
2666,2780
4069,4134
4253,4324
4351,4517
4485,4558
5034,5036
5349,5350
3141,3211
4661,4935
4819,4907
744,771
865,931
1235,1308
1468,1528
2240,2457
2315,2346
3246,3279
4238,4295
4715,4802
1180,1447
2766,2962
3831,4014
5214,5462
360,385
858,924
3537,3645
3961,4071
1606,1810
2308,2639
2417,2730
114,116
270,403
1405,1430
2194,2364
3262,3263
5002,5050
1156,1157
3204,3205
3311,3312
3891,4345
3936,3940
1051,1052
2289,2713
2562,2618
2612,2696
2905,3187
2969,3075
4409,4651
4485,4598
4990,5329
570,571
2193,2246
2671,2794
3214,3216
3437,3821
3552,3818
5241,5424
94,499
714,1038
858,1170
1078,1081
3609,3849
4525,4526
4869,4948
5172,5438
5185,5251
234,369
2158,2194
2163,2165
2520,2542
2897,2924
3529,3594
3826,3827
4322,4335
4540,4647
4809,4810
1515,1580
2122,2128
2830,3169
3302,3303
4140,4330
4294,4383
4307,4310
2143,2298
2651,2657
2699,2701
2730,2731
3593,3656
4077,4185
4312,4388
4423,4708
4626,4917
4942,5164
1028,1030
1391,1711
1575,1709
2373,2480
2459,2754
2874,3198
3649,3703
3806,3807
4392,4423
4502,4829
4810,5026
2108,2203
2137,2242
1062,1187
1623,1691
2175,2325
2666,2668
2801,3073
3953,4065
4091,4156
5371,5372
391,392
673,722
2144,2146
3593,3692
3830,3874
4168,4348
5041,5110
5348,5443
5377,5482
127,535
713,1133
1521,1591
1613,1614
3387,3462
3735,3869
3773,3882
233,234
1040,1172
1286,1568
1455,1692
1875,2245
2316,2643
2681,2766
2858,2905
2897,2964
4227,4305
4856,4958
647,955
1143,1335
1909,1974
2325,2398
3189,3190
3228,3230
5446,5447
375,376
622,844
1867,1893
2499,2563
2838,2870
3786,3819
3938,3985
4561,4626
4778,4835
4828,4981
259,292
2174,2175
2873,3293
4882,4940
5136,5161
578,579
652,999
1421,1695
2001,2184
2307,2717
2358,2360
3406,3726
3615,3852
4476,4803
5465,5466
1697,1909
3266,3322
3342,3621
3782,3795
4306,4510
4864,4963
670,1124
2218,2407
2506,2607
3977,4004
5402,5411
295,297
1066,1270
1434,1682
1731,1856
2199,2373
2290,2744
3283,3460
3964,4304
4605,4882
4966,5269
189,503
2214,2256
3413,3485
4486,4488
1379,1674
1477,1586
2168,2365
4386,4582
4435,4486
5414,5415
494,644
1236,1563
1316,1583
3069,3309
5385,5496
489,641
844,952
1604,1606
2653,2774
3395,3468
4858,4894
5262,5435
5406,5439
252,283
2115,2117
2565,2677
3421,3531
4262,4284
4377,4418
4524,4551
4631,4738
566,567
724,1064
1218,1250
1262,1589
1377,1485
1856,2123
2464,2531
2548,2608
259,343
909,1149
1082,1091
1102,1160
1825,1826
2124,2125
2231,2436
2415,2482
2714,2715
2991,3266
3048,3316
3476,3743
3978,4311
4293,4299
5248,5338
112,261
542,555
2695,2697
2842,2890
3565,3590
5130,5414
5475,5504
767,832
1083,1151
1201,1660
3097,3206
3189,3341
3361,3704
3430,3432
4370,4371
4425,4722
5122,5487
1670,1671
1809,1837
1875,1982
3408,3739
3462,3783
3467,3532
4021,4086
4319,4321
5354,5504
10,459
204,289
888,1156
1817,1844
3242,3251
3843,4035
3985,3986
4510,4840
4575,4642
4749,4809
4874,4875
5007,5038
5151,5426
5206,5270
1293,1690
2881,2991
4638,4663
4833,4887
5149,5214
1270,1272
1391,1456
2004,2169
2671,2672
3351,3434
3370,3709
3762,3887
3842,3843
5366,5368
4,92
202,204
1763,2158
1861,1926
3018,3084
3320,3537
3322,3544
4077,4144
21,199
907,929
1030,1246
2263,2548
781,806
1051,1174
1130,1174
2478,2503
2663,2665
2920,2987
3278,3279
4299,4450
4367,4547
3621,3713
4182,4204
4431,4556
4855,4918
1077,1278
1809,1877
2424,2733
4119,4183
4863,4865
429,489
554,555
687,718
695,768
1261,1657
3516,3541
3544,3652
4029,4301
5406,5408
902,1145
2449,2475
2904,2931
3018,3330
3249,3251
3290,3334
3628,3808
4133,4232
4301,4386
4317,4518
415,436
1461,1553
2022,2044
2265,2562
3215,3216
3791,3936
4850,4999
558,629
867,1126
3969,4037
5180,5442
35,207
42,527
722,1049
921,1104
1628,1825
1778,1825
2401,2466
2533,2595
2731,2897
2782,3004
4659,4723
5016,5456
949,1096
1750,2089
2436,2778
2649,2801
2821,3164
3251,3396
3784,3883
4343,4501
5016,5343
502,508
1987,2049
2202,2261
2302,2350
3581,3855
4171,4275
4339,4493
5073,5140
4142,4385
4761,4831
24,28
360,496
1227,1637
1350,1634
1608,1704
2962,3069
4598,4878
605,606
652,656
1095,1245
1327,1687
1344,1653
1582,1643
3891,4016
2750,2794
2989,3015
3235,3237
3424,3764
3789,3791
3918,3950
4427,4735
4673,4772
4841,4926
52,56
134,227
2226,2422
2865,3289
3303,3495
3539,3834
4853,4962
1854,2220
2015,2102
608,809
900,1090
2520,2583
3474,3840
3854,3855
4755,4820
1750,2204
1987,2009
2471,2578
3343,3628
3586,3687
4161,4344
4868,5065
5073,5180
441,511
598,787
2308,2752
2969,3319
3487,3513
4308,4404
4687,4709
4861,5008
1245,1669
1246,1248
1433,1532
4394,4603
4501,4611
4842,4843
5307,5385
1218,1632
2820,2902
3226,3430
4863,4931
5387,5390
1574,1724
2380,2447
2575,2720
3203,3317
4907,5087
1329,1601
2527,2589
2890,3220
3254,3255
3753,3759
4035,4142
4468,4912
5011,5058
10,599
289,578
787,1147
1759,2094
1824,1890
1953,2210
2889,3276
3438,3440
3567,3826
4134,4382
4890,4891
493,614
1111,1277
1794,1796
2825,3213
4937,5149
66,479
90,245
1151,1152
3286,3332
3752,3962
4819,4821
3730,3946
4999,5003
5094,5119
304,306
615,644
1186,1489
1558,1574
2303,2698
3243,3245
3334,3586
3369,3448
3460,3567
3900,4349
4044,4353
4077,4417
4324,4423
1804,2144
2562,2584
3073,3135
3799,3953
3954,3956
4922,4966
4931,4932
343,602
1666,1667
2491,2795
2638,2654
4318,4354
4517,4901
4839,4990
447,525
1377,1717
1688,1689
2681,2683
2890,2892
4050,4334
5087,5461
5265,5377
75,561
398,400
1192,1196
1405,1713
2126,2240
3346,3649
3819,3993
4494,4496
4793,4864
4875,5025
1272,1615
1825,2107
2155,2218
2733,2734
3081,3173
3329,3571
3405,3478
3579,3758
4195,4216
4847,4891
4864,4865
5233,5295
1749,1869
1776,1780
2267,2575
2763,2955
3316,3317
4149,4389
4925,4967
5065,5066
5360,5492
5364,5365
533,534
3763,3918
4824,4965
5057,5441
2281,2624
3914,4307
3918,4332
4510,4512
3291,3474
5143,5481
1122,1123
1767,1798
2913,2980
4147,4209
165,166
243,618
670,1009
1119,1293
1142,1143
1801,1911
3613,3636
3883,4168
4874,4948
5359,5361
306,337
3259,3413
4315,4317
1134,1135
1269,1656
1471,1575
1638,1709
2119,2121
2449,2783
2889,2957
4049,4399
4119,4221
5289,5349
